age,annual_income,employment_length,credit_score,dti_ratio,utilization,num_derogatory,num_credit_lines,home_ownership,loan_amount,loan_purpose,default_flag
62,52207,1,684,0.4731,0.3148,0,16,mortgage,5000,business,0
34,42521,6,693,0.3754,0.3352,0,12,mortgage,6100,business,0
46,25670,3,650,0.3601,0.2464,0,13,rent,6000,education,1
59,31946,4,681,0.2945,0.1274,0,10,mortgage,7900,home_improvement,0
58,63563,18,718,0.3485,0.4254,0,19,rent,11000,business,0
22,43987,0,718,0.2447,0.4477,0,6,rent,8600,medical,1
62,42788,2,731,0.3642,0.3085,0,15,mortgage,4800,home_improvement,0
50,44442,14,736,0.228,0.2983,0,20,mortgage,4300,medical,0
35,45926,1,569,0.3941,0.6546,0,12,mortgage,5200,personal,0
32,47503,1,709,0.3908,0.276,0,3,mortgage,12900,medical,0
56,26648,0,659,0.5,0.2629,0,17,rent,3700,home_improvement,0
33,20000,4,671,0.3088,0.3127,0,10,rent,3800,education,0
53,40603,0,709,0.4176,0.3178,0,15,rent,15800,debt_consolidation,0
55,20201,9,792,0.2833,0.3124,0,14,mortgage,2700,personal,0
30,39366,8,680,0.3038,0.4479,0,6,rent,2100,personal,0
44,33172,1,669,0.4881,0.1498,0,12,own,5700,personal,1
70,44956,9,736,0.2042,0.4628,0,13,rent,13000,personal,0
24,59589,0,716,0.334,0.1904,0,12,rent,7200,debt_consolidation,0
58,47170,7,834,0.3337,0.0,0,14,mortgage,5400,medical,1
67,48433,17,684,0.259,0.32,0,3,rent,12200,medical,1
24,33681,2,591,0.3246,0.2142,0,12,rent,3900,business,1
66,33356,9,761,0.255,0.3412,0,15,rent,6300,medical,0
67,74519,1,727,0.2202,0.1223,0,18,mortgage,10000,business,0
62,37073,5,729,0.3724,0.2644,0,18,rent,5500,debt_consolidation,0
42,54913,8,613,0.24,0.3552,0,10,rent,3300,home_improvement,0
46,50354,17,571,0.4397,0.6397,0,15,rent,17500,medical,1
56,63344,9,717,0.2682,0.5602,0,17,rent,15000,medical,0
43,36247,5,552,0.4086,0.595,0,13,mortgage,2000,debt_consolidation,0
70,36087,6,760,0.3411,0.0902,0,7,rent,5500,medical,0
39,80069,11,741,0.3044,0.2814,0,8,mortgage,11100,education,0
53,40295,11,767,0.2694,0.296,0,6,rent,14000,home_improvement,0
53,51277,0,704,0.371,0.3618,0,18,rent,1900,medical,1
41,46137,11,781,0.4357,0.2164,0,1,mortgage,13400,home_improvement,0
43,79903,12,796,0.3687,0.1114,0,16,own,2100,medical,0
62,20000,7,784,0.2741,0.201,0,8,own,2300,medical,0
32,36063,0,697,0.3794,0.475,0,3,rent,4100,education,0
57,29143,5,704,0.4893,0.1899,0,7,own,10800,personal,0
69,24947,0,686,0.2501,0.3214,0,10,rent,9500,personal,0
45,31436,10,780,0.3493,0.2871,0,11,rent,7300,personal,0
57,42999,0,586,0.2059,0.4574,0,13,mortgage,5400,debt_consolidation,0
62,50011,1,710,0.1903,0.3748,0,20,own,13400,home_improvement,0
40,67513,3,703,0.4383,0.1137,0,4,mortgage,16600,education,1
67,22725,2,723,0.3956,0.3779,0,11,own,8900,home_improvement,1
31,44348,2,659,0.3238,0.2331,0,9,mortgage,6600,medical,0
70,25763,3,579,0.2144,0.3196,0,12,rent,1000,debt_consolidation,0
54,59228,7,778,0.3437,0.0,0,8,own,3600,home_improvement,0
57,36377,2,717,0.3842,0.3724,0,5,mortgage,4100,debt_consolidation,0
23,20000,1,554,0.3528,0.4858,0,13,rent,6500,education,1
67,60772,1,765,0.4127,0.1087,0,11,rent,6400,debt_consolidation,0
58,61284,13,737,0.2833,0.1828,0,13,rent,21000,business,0
51,41449,0,702,0.4304,0.2971,0,13,own,3000,debt_consolidation,0
40,63758,13,806,0.4671,0.2444,0,14,own,6600,education,0
40,31693,18,778,0.2813,0.2373,0,9,rent,12400,personal,1
66,41438,1,752,0.3942,0.2631,0,6,own,9000,home_improvement,0
34,20000,12,721,0.311,0.1478,0,19,rent,4300,medical,0
63,67130,0,693,0.3559,0.241,0,14,rent,2400,education,0
54,62267,12,736,0.3181,0.0787,0,12,mortgage,10700,business,1
66,59447,9,669,0.5,0.1825,0,13,mortgage,6700,business,0
70,35105,3,830,0.4241,0.0576,0,10,rent,6400,home_improvement,0
46,30178,4,699,0.2802,0.3907,0,1,rent,9900,home_improvement,0
67,49953,7,735,0.3578,0.1537,0,17,rent,17100,education,0
50,21462,21,731,0.495,0.2129,0,23,rent,5200,medical,0
67,26773,26,770,0.2997,0.3548,0,16,rent,3300,personal,0
62,81993,3,701,0.3768,0.3482,0,11,rent,8500,personal,0
24,26794,2,620,0.431,0.0758,0,16,rent,1400,education,0
46,56376,1,684,0.237,0.2395,0,10,mortgage,13600,medical,0
54,60389,4,641,0.3984,0.3685,0,7,mortgage,23200,medical,0
58,60284,10,706,0.207,0.4647,0,18,mortgage,6200,debt_consolidation,1
24,40414,1,646,0.2164,0.3015,0,6,rent,1500,home_improvement,0
29,36199,4,688,0.5,0.3561,0,12,mortgage,14000,debt_consolidation,1
52,31313,9,611,0.3952,0.401,0,14,rent,12500,education,1
41,48252,1,595,0.3471,0.4274,0,12,rent,16400,debt_consolidation,1
33,35430,4,652,0.3735,0.1789,0,6,rent,13900,medical,1
63,51941,6,625,0.3038,0.3011,0,15,rent,1500,business,0
61,43656,4,792,0.344,0.0959,0,13,rent,3800,personal,0
29,27024,0,724,0.2964,0.4141,0,9,rent,1400,personal,1
54,35208,0,703,0.2511,0.3214,0,13,rent,2700,business,0
43,69744,6,661,0.2278,0.1665,0,14,rent,3800,business,0
51,43100,1,632,0.3081,0.3337,0,24,rent,8600,debt_consolidation,1
48,20000,21,728,0.3501,0.1381,0,18,rent,7200,home_improvement,0
36,70824,14,672,0.3023,0.1767,0,12,own,13800,personal,0
63,20000,4,700,0.2744,0.2046,0,16,rent,5200,medical,0
66,31031,0,761,0.3345,0.183,0,16,rent,2600,medical,0
62,38231,6,655,0.4283,0.5268,0,15,rent,9200,medical,1
68,36718,0,636,0.355,0.289,0,18,mortgage,13400,personal,0
53,37937,5,641,0.3527,0.5986,0,7,mortgage,11900,personal,1
50,71610,5,753,0.3981,0.2042,0,8,mortgage,22600,education,0
26,35575,1,617,0.3738,0.5061,0,5,rent,3800,personal,0
65,73083,1,767,0.2914,0.1482,0,25,mortgage,1200,debt_consolidation,0
62,34668,0,684,0.5,0.1876,0,5,rent,11500,debt_consolidation,0
35,43506,1,742,0.2687,0.427,0,16,rent,2500,medical,0
52,25627,10,803,0.4613,0.0306,0,12,rent,5800,debt_consolidation,0
58,69919,11,682,0.463,0.2429,0,19,rent,9400,personal,1
39,58264,11,775,0.2686,0.1831,0,8,mortgage,15500,debt_consolidation,0
35,59036,1,613,0.3629,0.4983,0,8,rent,8100,personal,1
38,43502,16,682,0.2826,0.3911,0,17,mortgage,15200,debt_consolidation,1
42,68602,2,641,0.2146,0.2566,0,10,own,4900,personal,0
54,58225,30,769,0.3808,0.0179,0,4,own,13800,business,0
67,51671,10,766,0.2659,0.105,0,5,mortgage,3000,business,0
64,61990,1,738,0.352,0.2428,0,13,rent,21300,medical,1
64,34713,5,669,0.3062,0.3975,0,14,rent,4200,debt_consolidation,0
26,30454,1,672,0.3462,0.3006,0,1,mortgage,1300,medical,0
41,43737,2,760,0.2955,0.1471,0,1,rent,11500,home_improvement,1
54,52056,25,646,0.3608,0.2859,0,2,rent,11900,debt_consolidation,1
57,51809,2,796,0.2851,0.1027,0,18,rent,9200,education,0
60,71460,11,645,0.299,0.047,0,18,mortgage,7200,business,0
69,63576,3,770,0.2698,0.4216,0,6,mortgage,11200,personal,0
59,71846,1,781,0.3471,0.0483,0,10,own,2700,home_improvement,0
33,62860,11,714,0.3134,0.0149,0,6,own,3100,personal,0
27,29755,5,617,0.3763,0.2665,0,7,rent,10600,personal,1
64,55749,0,728,0.337,0.3891,0,11,mortgage,6400,home_improvement,1
39,52505,4,653,0.2184,0.1647,0,15,mortgage,20400,education,0
59,39587,6,698,0.3981,0.2314,0,19,rent,5700,home_improvement,1
59,20755,5,659,0.303,0.1573,0,16,rent,7700,home_improvement,0
39,70194,17,666,0.3282,0.3261,0,10,own,25200,medical,0
52,36030,7,765,0.2771,0.2885,0,9,mortgage,10800,debt_consolidation,0
67,49236,1,802,0.2587,0.0932,0,14,rent,18800,personal,0
45,70430,15,674,0.3836,0.4762,0,11,rent,2200,personal,1
64,42420,20,706,0.3136,0.424,0,1,own,5200,debt_consolidation,0
39,57662,10,747,0.3043,0.0953,0,8,own,17700,debt_consolidation,0
22,21082,0,681,0.4741,0.0899,0,9,mortgage,1600,debt_consolidation,0
40,41886,1,760,0.1853,0.1164,0,10,mortgage,1100,medical,0
59,33987,0,681,0.3028,0.2668,0,16,rent,10500,debt_consolidation,1
53,31419,21,766,0.4259,0.3037,0,6,rent,4000,debt_consolidation,0
32,23614,5,603,0.4393,0.2168,0,10,rent,1000,personal,0
60,23592,5,718,0.2942,0.1307,0,12,own,4900,medical,0
65,45519,7,711,0.5,0.233,0,19,rent,4800,personal,0
39,20000,1,739,0.3365,0.3852,0,19,mortgage,7900,home_improvement,0
37,43243,11,805,0.3387,0.1354,0,10,rent,7300,debt_consolidation,0
55,39339,4,807,0.3174,0.1032,0,13,rent,9200,personal,1
22,43033,0,653,0.416,0.378,0,11,rent,1100,medical,0
52,67901,0,667,0.4808,0.267,0,10,own,15100,medical,0
38,20000,16,594,0.3048,0.1772,0,7,rent,6300,medical,1
29,32217,7,640,0.3558,0.0,0,10,rent,1800,business,0
33,44630,8,664,0.3035,0.3805,0,9,rent,16200,home_improvement,0
65,20925,17,765,0.3406,0.2789,0,19,rent,3100,business,0
46,55539,13,643,0.4022,0.3976,0,10,own,2900,debt_consolidation,0
60,38315,5,805,0.3311,0.0,0,14,mortgage,3500,education,0
56,58199,8,816,0.2921,0.0935,0,14,own,14800,debt_consolidation,0
57,37507,1,736,0.3513,0.03,0,3,mortgage,1100,medical,0
65,35817,4,680,0.4403,0.3852,0,24,rent,7900,home_improvement,0
67,29398,9,736,0.3437,0.2024,0,11,mortgage,1400,personal,0
38,55073,1,719,0.4833,0.0438,0,17,rent,4500,medical,0
67,47850,5,664,0.3936,0.5203,0,13,rent,11600,personal,0
31,62176,3,651,0.419,0.3902,0,13,mortgage,8400,personal,0
48,53766,12,732,0.203,0.0625,0,8,own,1100,personal,0
70,25611,2,696,0.256,0.0907,0,18,rent,4300,education,0
37,51089,1,605,0.2933,0.2789,0,5,rent,18100,personal,0
66,38358,6,796,0.3046,0.0267,0,13,rent,3800,medical,0
31,51135,9,652,0.3063,0.462,0,12,mortgage,6700,education,0
22,41368,0,557,0.4327,0.2472,0,6,rent,5800,home_improvement,0
34,42960,0,750,0.1651,0.1291,0,15,rent,10700,business,0
63,23761,8,693,0.4203,0.3006,0,12,mortgage,7100,debt_consolidation,1
53,25584,15,673,0.2913,0.0126,0,17,mortgage,5200,medical,0
22,30863,0,678,0.357,0.0896,0,8,rent,1800,home_improvement,1
38,58654,16,699,0.3176,0.2537,0,9,rent,12100,debt_consolidation,0
70,53649,3,621,0.4493,0.3297,0,15,rent,6900,personal,0
27,26770,5,691,0.1255,0.2512,0,4,rent,2900,personal,0
60,53654,1,742,0.4559,0.3491,0,18,rent,7300,home_improvement,0
40,54959,12,737,0.3802,0.0673,0,14,rent,17100,personal,1
68,34096,2,698,0.2349,0.4392,0,7,rent,11100,medical,0
58,52671,16,830,0.2321,0.1745,0,15,own,6100,home_improvement,0
35,33543,13,581,0.3608,0.1906,0,5,rent,8900,home_improvement,0
38,37500,3,707,0.2605,0.4142,0,12,rent,6200,home_improvement,0
29,24696,7,705,0.2974,0.465,0,19,rent,2300,debt_consolidation,0
38,20000,1,705,0.3405,0.3903,0,13,rent,5100,personal,0
59,94480,14,815,0.2531,0.0692,0,12,rent,5200,medical,0
43,20000,2,710,0.1519,0.3228,0,9,rent,5900,business,0
69,24061,2,650,0.3618,0.5559,0,7,mortgage,5100,business,0
27,20000,5,690,0.3418,0.1458,0,11,rent,5400,debt_consolidation,0
25,33184,3,680,0.4155,0.2463,0,6,mortgage,7200,education,0
59,52648,21,672,0.2472,0.2714,0,16,mortgage,4500,personal,0
43,31113,0,689,0.2942,0.3114,0,15,mortgage,5300,home_improvement,0
41,37390,19,689,0.4618,0.3534,0,10,rent,1400,education,0
53,55404,5,762,0.399,0.0985,0,12,rent,1700,home_improvement,0
48,35521,13,651,0.4078,0.2814,0,17,mortgage,13300,education,1
29,36464,2,762,0.4239,0.3355,0,6,mortgage,1400,education,0
53,43967,2,725,0.2274,0.1543,0,4,mortgage,15600,home_improvement,0
35,30947,13,702,0.361,0.2851,0,5,rent,6900,personal,0
54,50500,10,697,0.3099,0.1608,0,25,own,13700,medical,0
61,40212,1,711,0.3331,0.378,0,10,own,4800,debt_consolidation,0
25,86574,3,604,0.2068,0.4019,0,11,rent,7200,debt_consolidation,0
40,43163,18,687,0.4278,0.4828,0,3,own,3000,personal,0
46,46806,1,621,0.2403,0.3243,0,9,rent,16000,medical,1
66,29273,2,696,0.4158,0.2068,0,18,rent,3500,business,0
43,20000,4,730,0.3366,0.2203,0,14,rent,5100,medical,0
43,46599,1,770,0.3931,0.1121,0,10,rent,7100,debt_consolidation,0
48,33081,4,703,0.3047,0.0,0,13,own,8100,medical,1
29,44318,7,833,0.2585,0.1532,0,6,rent,17700,personal,0
55,78017,0,624,0.3928,0.3438,0,15,mortgage,16100,home_improvement,0
45,20000,0,746,0.3585,0.2409,0,12,rent,7900,home_improvement,0
34,51697,2,789,0.4022,0.1975,0,17,own,6300,medical,0
70,39079,20,778,0.277,0.0662,0,8,rent,10500,education,0
46,52042,1,848,0.217,0.0002,0,17,own,15100,personal,0
68,47440,8,743,0.5,0.1842,0,8,rent,12400,business,0
23,27550,1,608,0.3943,0.3121,0,14,rent,4200,education,0
32,47920,7,664,0.4175,0.3526,0,14,own,3800,personal,0
28,39339,1,554,0.3139,0.4954,0,10,mortgage,11200,business,0
68,20000,23,676,0.1966,0.2033,0,12,mortgage,6600,home_improvement,1
36,39039,3,688,0.1447,0.4248,0,6,rent,2500,business,0
49,71470,9,694,0.2819,0.2883,0,15,rent,3600,education,0
31,32468,0,594,0.4426,0.4378,0,2,rent,10700,medical,0
42,20000,1,619,0.2844,0.5458,0,8,rent,800,debt_consolidation,0
68,76295,3,680,0.3002,0.1168,0,11,mortgage,27900,education,1
33,20438,6,633,0.3142,0.2518,0,14,own,3100,business,0
48,48515,8,670,0.3853,0.2074,0,15,own,4800,business,0
47,28169,3,673,0.375,0.1576,0,13,own,700,business,0
33,47250,5,700,0.3471,0.3046,0,9,own,4000,business,0
65,39750,1,717,0.3022,0.6394,0,15,mortgage,12700,debt_consolidation,0
37,53608,1,740,0.3002,0.1312,0,8,rent,10900,education,0
40,66242,5,822,0.2386,0.0052,0,16,rent,26000,education,0
23,67150,1,716,0.3717,0.2592,0,1,rent,11300,education,0
49,49694,1,723,0.1688,0.3128,0,12,rent,16100,personal,1
36,20341,6,625,0.4008,0.5796,0,10,own,1700,home_improvement,0
62,32500,0,730,0.3398,0.294,0,15,mortgage,6200,business,0
41,56879,6,738,0.3289,0.1371,0,19,rent,700,personal,0
57,55997,6,778,0.4214,0.2148,0,18,own,10100,education,0
31,65384,1,673,0.2598,0.1477,0,15,own,3900,medical,0
67,34653,7,771,0.2937,0.2837,0,21,rent,12300,business,0
46,28758,4,718,0.2177,0.1782,0,13,rent,10800,education,0
51,70012,1,651,0.249,0.4447,0,13,mortgage,13100,education,1
43,43995,1,713,0.3072,0.2802,0,16,own,11800,education,0
54,65568,6,730,0.2641,0.0584,0,20,mortgage,10900,medical,0
66,41446,15,764,0.5,0.229,0,18,rent,3300,business,0
62,62261,2,718,0.317,0.1578,0,10,mortgage,24600,education,0
45,20000,1,626,0.1927,0.2473,0,14,rent,900,home_improvement,0
62,74920,24,767,0.1887,0.408,0,23,own,8900,home_improvement,0
35,31503,3,711,0.4155,0.0662,0,14,rent,7800,personal,0
29,51386,3,784,0.2361,0.3028,0,6,rent,600,business,0
27,28617,1,604,0.3093,0.471,0,13,mortgage,7900,personal,0
57,45476,24,732,0.3014,0.3118,0,12,rent,6100,business,0
34,42076,8,772,0.3873,0.0,0,12,rent,15300,education,1
49,55256,2,715,0.4514,0.1617,0,18,rent,12500,debt_consolidation,1
57,40293,14,792,0.2011,0.0729,0,13,rent,8300,debt_consolidation,0
24,30984,2,626,0.3636,0.368,0,18,rent,4000,personal,0
68,67268,0,704,0.4081,0.3541,0,11,mortgage,12000,business,0
22,23264,0,690,0.2913,0.0936,0,7,rent,1000,business,0
58,45927,7,668,0.2319,0.3906,0,16,rent,7800,debt_consolidation,0
42,40079,0,649,0.5,0.3885,0,3,rent,13200,home_improvement,1
26,28415,1,723,0.3042,0.3779,0,4,rent,3500,medical,0
53,28563,3,630,0.3047,0.4103,0,5,mortgage,3900,education,1
58,37315,26,776,0.2685,0.0118,0,20,rent,2300,education,0
61,52486,1,793,0.3055,0.2207,0,19,mortgage,19400,business,0
59,61990,18,686,0.1875,0.3601,0,16,own,23500,education,0
35,60961,4,637,0.2911,0.2964,0,7,mortgage,21700,personal,1
44,52166,5,692,0.3866,0.3076,0,9,rent,15500,medical,0
41,30497,3,727,0.3207,0.2795,0,20,rent,10300,business,0
67,52052,3,782,0.5,0.0506,0,17,own,18700,business,0
47,56486,21,670,0.4243,0.0849,0,13,rent,9100,home_improvement,1
50,57789,5,725,0.2454,0.2066,0,13,rent,18700,debt_consolidation,0
53,54993,19,760,0.1432,0.2401,0,11,mortgage,4200,business,0
39,23670,17,605,0.3951,0.2281,0,5,rent,4500,debt_consolidation,0
37,59465,12,773,0.2776,0.2109,0,13,own,9900,education,0
62,49810,8,758,0.4118,0.1405,0,24,mortgage,5300,debt_consolidation,0
61,62771,13,761,0.3409,0.1787,0,11,mortgage,2300,medical,0
46,20000,13,708,0.3008,0.1414,0,14,rent,5000,debt_consolidation,0
70,40460,0,742,0.2434,0.5046,0,20,mortgage,13600,business,0
33,49702,4,737,0.3521,0.242,0,17,mortgage,9000,medical,0
28,36665,6,619,0.4376,0.371,0,19,rent,3100,home_improvement,0
30,53468,8,740,0.265,0.1588,0,7,rent,14600,home_improvement,0
70,26098,2,790,0.2715,0.0,0,13,rent,5000,debt_consolidation,0
49,59503,19,780,0.2524,0.067,0,9,rent,13800,education,0
39,49232,2,684,0.3921,0.2089,0,19,rent,18700,education,1
40,55748,1,644,0.2559,0.4542,0,5,mortgage,19100,education,0
48,65077,3,701,0.2456,0.2723,0,15,mortgage,17800,education,0
69,48231,4,749,0.377,0.347,0,9,rent,17200,personal,0
59,32940,37,817,0.3749,0.166,0,19,mortgage,11400,personal,0
51,78641,29,651,0.3965,0.2211,0,17,own,29600,business,0
49,63633,4,661,0.2,0.2646,0,12,own,14900,personal,0
36,54138,9,783,0.2562,0.3197,0,11,mortgage,4700,debt_consolidation,0
68,48681,2,817,0.2809,0.1024,0,12,rent,7300,personal,0
24,59790,2,671,0.3798,0.0946,0,17,own,13000,business,0
58,43575,5,704,0.3251,0.3256,0,16,rent,13600,education,0
70,40664,16,793,0.4139,0.0,0,17,rent,4200,home_improvement,0
63,45105,0,711,0.334,0.0627,0,2,mortgage,1800,home_improvement,0
49,44641,22,708,0.374,0.2811,0,21,own,11500,home_improvement,0
52,30197,0,556,0.3647,0.2797,0,17,rent,4400,home_improvement,0
44,32603,13,793,0.3247,0.1189,0,12,rent,10000,personal,1
44,35248,3,668,0.3828,0.2016,0,10,rent,11600,debt_consolidation,1
39,66523,9,619,0.3512,0.165,0,12,rent,9000,debt_consolidation,1
38,25187,15,652,0.3506,0.5016,0,13,rent,800,medical,0
56,39920,1,696,0.2641,0.3247,0,1,rent,11100,debt_consolidation,1
31,28964,9,654,0.2327,0.3987,0,1,rent,7200,business,0
45,31546,0,719,0.4744,0.3893,0,16,rent,10400,debt_consolidation,1
55,55568,1,641,0.2947,0.3009,0,7,mortgage,5700,personal,0
36,33217,2,577,0.2061,0.1815,0,5,rent,4900,home_improvement,0
47,48138,25,725,0.4626,0.127,0,5,mortgage,12100,education,0
62,62621,2,743,0.5,0.192,0,15,rent,13400,home_improvement,0
31,29802,2,651,0.2684,0.5349,0,4,rent,9800,debt_consolidation,1
55,33018,6,628,0.4511,0.0913,0,7,mortgage,12500,medical,0
32,61443,2,653,0.2302,0.1466,0,6,rent,2100,debt_consolidation,0
33,34507,11,727,0.2748,0.1823,0,12,mortgage,9900,medical,0
43,69774,4,756,0.3931,0.2689,0,6,mortgage,11700,personal,0
52,45497,2,711,0.2537,0.0975,0,20,own,8000,education,0
62,32673,0,740,0.4045,0.1809,0,12,rent,500,home_improvement,0
59,58784,2,708,0.3694,0.2074,0,11,rent,1000,business,0
62,38329,8,685,0.2566,0.2491,0,12,own,5700,education,0
36,38108,14,629,0.2524,0.4807,0,13,rent,11000,medical,0
28,20000,0,766,0.3824,0.0105,0,10,rent,7400,education,0
59,32636,3,585,0.2,0.1472,0,21,rent,9200,personal,0
35,62247,1,643,0.1546,0.4824,0,6,mortgage,10000,home_improvement,0
39,32031,3,781,0.2441,0.2553,0,19,rent,10400,debt_consolidation,1
27,56689,5,734,0.4234,0.2206,0,12,own,4200,education,0
64,42512,2,767,0.3842,0.1723,0,4,rent,11500,business,0
47,59062,0,659,0.4423,0.1939,0,14,own,13800,personal,0
48,60420,14,707,0.2921,0.1404,0,13,mortgage,21900,debt_consolidation,0
30,41182,2,642,0.3184,0.208,0,9,own,16300,home_improvement,0
36,36063,3,606,0.3019,0.2873,0,15,own,4600,debt_consolidation,0
29,54186,7,764,0.4072,0.0933,0,8,mortgage,5300,personal,0
40,47414,5,699,0.4363,0.3195,0,13,rent,18400,personal,1
45,20000,11,674,0.3507,0.4234,0,12,mortgage,2700,medical,0
65,29168,4,735,0.4004,0.2684,0,9,rent,10900,debt_consolidation,1
56,74003,1,634,0.4514,0.3913,0,15,rent,20400,home_improvement,0
27,20000,5,648,0.3721,0.2658,0,17,own,5300,education,0
34,66751,12,752,0.3598,0.1281,0,14,rent,24600,medical,0
43,71392,0,720,0.2749,0.2319,0,4,mortgage,23300,medical,0
70,50275,16,773,0.3604,0.1417,0,17,own,19900,education,0
35,33203,10,640,0.3378,0.4079,0,6,rent,2900,education,0
57,25611,19,704,0.4849,0.0,0,13,rent,5700,debt_consolidation,0
37,76678,15,736,0.145,0.1996,0,9,own,22500,debt_consolidation,0
68,36355,4,811,0.2847,0.208,0,14,rent,6400,home_improvement,1
47,44038,10,810,0.2347,0.2483,0,14,own,6900,business,0
23,51274,1,724,0.2115,0.2189,0,11,rent,19200,business,0
30,39815,8,803,0.2847,0.2122,0,14,mortgage,15400,debt_consolidation,1
57,45601,0,816,0.3114,0.0,0,3,own,1500,personal,0
24,35094,2,588,0.3079,0.2258,0,14,rent,2300,education,0
56,27664,4,772,0.2947,0.2556,0,20,rent,1000,education,0
64,57995,42,850,0.2645,0.0014,0,6,mortgage,18200,home_improvement,0
53,64123,3,772,0.3124,0.2483,0,14,rent,20300,personal,0
40,28284,12,622,0.3945,0.4498,0,15,rent,6600,debt_consolidation,1
56,28847,2,541,0.3768,0.4219,0,15,rent,6700,education,0
29,48163,7,687,0.3314,0.1606,0,12,own,4600,debt_consolidation,0
38,37491,2,729,0.4611,0.3032,0,3,mortgage,13300,business,0
31,32617,9,716,0.3695,0.0,0,1,rent,8500,home_improvement,0
49,38370,5,753,0.3005,0.2478,0,4,own,6400,debt_consolidation,0
26,26770,2,672,0.307,0.3914,0,4,mortgage,6400,home_improvement,0
23,43338,1,765,0.4739,0.0522,0,3,own,7700,education,0
34,51372,9,781,0.4511,0.3564,0,4,rent,12000,business,0
47,33041,4,661,0.1891,0.2266,0,5,rent,8000,education,0
55,52081,12,680,0.3212,0.2299,0,20,rent,3100,medical,0
56,43862,6,598,0.1871,0.3714,0,15,mortgage,8500,medical,0
58,34062,5,671,0.2008,0.3502,0,12,rent,6600,medical,0
40,46988,2,593,0.342,0.3817,0,9,rent,15700,home_improvement,1
59,51319,5,669,0.3559,0.3343,0,13,rent,14700,business,0
25,39070,3,715,0.2454,0.0,0,13,rent,12700,debt_consolidation,0
36,56333,3,633,0.3862,0.305,0,9,rent,4600,business,0
42,27756,0,682,0.399,0.21,0,2,rent,5800,business,0
52,77741,10,707,0.3821,0.422,0,8,rent,14100,personal,0
63,28627,4,579,0.3038,0.4033,0,10,rent,4300,education,0
24,20000,2,702,0.4387,0.1819,0,1,rent,2900,home_improvement,1
69,60474,6,741,0.4219,0.2446,0,22,mortgage,15200,home_improvement,0
32,50622,10,608,0.2871,0.2398,0,10,rent,17400,medical,0
58,29689,3,769,0.235,0.183,0,7,rent,6700,business,0
29,42507,6,614,0.4676,0.3984,0,2,mortgage,1900,personal,0
26,27285,4,713,0.4962,0.0912,0,8,rent,2500,personal,0
32,31429,1,615,0.3662,0.1427,0,12,rent,1400,debt_consolidation,0
53,49928,5,692,0.3822,0.2568,0,10,mortgage,5400,education,0
25,72803,0,693,0.3178,0.1985,0,8,rent,2600,medical,1
63,47854,1,737,0.5,0.2934,0,17,rent,16000,education,0
57,73382,8,714,0.2358,0.3828,0,14,rent,20300,home_improvement,0
50,47723,6,789,0.4171,0.1244,0,16,rent,5600,medical,0
47,52612,1,688,0.3595,0.4331,0,11,own,18200,education,0
57,62647,1,674,0.4717,0.068,0,14,rent,8800,debt_consolidation,0
33,39928,11,656,0.2661,0.5313,0,14,mortgage,6700,home_improvement,0
57,53176,3,706,0.2652,0.1312,0,10,rent,6700,business,0
23,54611,1,659,0.3041,0.0,0,6,rent,11400,home_improvement,0
68,48277,3,737,0.4765,0.1313,0,3,rent,3400,home_improvement,0
36,74956,1,721,0.2734,0.0496,0,13,rent,12000,home_improvement,0
52,82325,0,753,0.2346,0.1519,0,21,rent,6400,medical,0
50,75297,3,761,0.4387,0.3733,0,12,own,6900,debt_consolidation,0
32,48090,0,625,0.5,0.2569,0,14,rent,16300,medical,1
38,61297,5,606,0.2621,0.4465,0,16,rent,4900,personal,0
58,22950,3,643,0.2859,0.3607,0,14,rent,1600,home_improvement,0
34,45186,12,715,0.4465,0.0893,0,8,rent,2400,home_improvement,0
31,66574,2,811,0.2159,0.2531,0,12,rent,15000,business,0
41,58013,1,738,0.2692,0.3019,0,12,mortgage,18400,home_improvement,1
68,57482,0,791,0.2775,0.2516,0,13,mortgage,15200,business,0
39,38072,10,773,0.2588,0.3769,0,16,rent,6400,debt_consolidation,0
42,67061,10,738,0.3088,0.108,0,24,mortgage,24900,personal,0
66,46732,4,604,0.2549,0.2901,0,19,rent,4100,home_improvement,0
36,21559,4,706,0.3292,0.0382,0,2,rent,4700,home_improvement,0
40,74426,18,723,0.3497,0.2119,0,8,mortgage,27100,medical,1
60,43380,3,709,0.3854,0.0929,0,13,mortgage,8000,education,0
64,55420,27,743,0.3538,0.2418,0,8,mortgage,9600,medical,0
30,51566,8,690,0.2981,0.2209,0,2,rent,3000,personal,0
31,49454,9,711,0.3629,0.3159,0,4,rent,5600,personal,0
54,46487,5,819,0.2894,0.1084,0,11,mortgage,13400,home_improvement,0
61,45502,4,697,0.2771,0.1454,0,15,own,15500,personal,0
31,22120,9,626,0.3885,0.4494,0,10,rent,600,medical,0
23,42696,1,715,0.2847,0.4815,0,7,rent,11600,home_improvement,0
45,54242,1,753,0.3663,0.1916,0,20,own,12400,personal,0
40,48812,2,708,0.3341,0.1985,0,11,rent,12000,business,0
64,89083,0,781,0.3458,0.185,0,19,mortgage,12100,debt_consolidation,0
35,47076,5,711,0.3624,0.3592,0,14,rent,10500,debt_consolidation,0
62,52182,3,770,0.2365,0.2603,0,8,mortgage,11300,medical,0
